img,name,no-hover href,funding-status,university,level,subjects,open-to,country,closing-date
https://www.scholarshipsads.com/files/Featured%20Images/Netherlands/global_youth_adaptation_summit_%E2%80%93_youth_united_in_accelerating_climate_adaptation_rotterdam_netherlands_2023.jpg,Global Youth Adaptation Summit – Youth united in accelerating climate adaptation Rotterdam Netherlands 2023,https://www.scholarshipsads.com/global-youth-adaptation-united-in-accelerating-climate-adaptation-rotterdam-netherlands-2023/,Partially funded,Netherlands Universities,"Graduate, Postgraduate, Undergraduate",All Subjects,International Students,Netherlands,7/10/2022
https://www.scholarshipsads.com/files/Featured%20Images/USA/chatham_university_rachel_carson_scholarships_2023.jpg,Chatham University Pennsylvania USA Rachel Carson Scholarship: Full Tuition Annually 2023,https://www.scholarshipsads.com/chatham-university-pennsylvania-usa-rachel-carson-scholarship-full-tuition-annually-2023/,Full tuition fee,Chatham University,"Graduate, Undergraduate, Postgraduate",All Subjects,International Students,USA,
https://www.scholarshipsads.com/files/Featured%20Images/japan/kyushu_university_scholarship_for_international_students.jpg,Kyushu University Fukuoka Japan KDDI Foundation Scholarships for International Students 2023,https://www.scholarshipsads.com/kyushu-university-fukuoka-japan-kddi-foundation-scholarships-for-international-students-2023/,Partially funded,Kyushu University,"Masters, PhD",All Subjects,International Students,Japan,
https://www.scholarshipsads.com/files/Featured%20Images/Canada/university_canada_west_150_tuition_concession_for_the_armed_forces_(1).jpg,University Canada West Vancouver Canada 150 Tuition Concession for the Armed Forces 2022/2023,https://www.scholarshipsads.com/university-canada-west-vancouver-canada-150-tuition-concession-for-the-armed-forces-20222023/,Partially funded,University of Canada West,"MBA, Bachelor","Business Administration, Commerce, Intercultural Business Communication, Arts",Domestic Students,Canada,
https://www.scholarshipsads.com/files/Featured%20Images/UK/university_of_oxford_rhode_scholarship_(1).jpg,University of Oxford England UK the Rhodes Scholarship 2022/2023,https://www.scholarshipsads.com/university-of-oxford-england-uk-the-rhodes-scholarship-20222023/,Partially funded,University of Oxford,Postgraduate,All Subjects,International Students,UK,
https://www.scholarshipsads.com/files/Featured%20Images/Australia/bond_university_australia_scholarships.jpg,Bond University Gold Coast Australia International Stand Out Scholarships 2022,https://www.scholarshipsads.com/bond-university-gold-coast-australia-international-stand-out-scholarships-2022/,Partially funded,Bond University,Masters,All Subjects,International Students,Australia,
https://www.scholarshipsads.com/files/Featured%20Images/Australia/macquarie_university_english_language_scholarship_for_sponsored_students.jpg,Macquarie University in Sydney Australia English Language Scholarship for Sponsored Students 2022,https://www.scholarshipsads.com/macquarie-university-in-sydney-australia-english-language-scholarship-for-sponsored-students-2022/,Full tuition fee,Macquarie University,"Undergraduate, Postgraduate",English,"International Students, Domestic Students",Australia,
https://www.scholarshipsads.com/files/Featured%20Images/UK/royal_holloway_principals_masters_scholarships.jpg,"Royal Holloway Principal's Masters Scholarships in England, UK 2022/2023",https://www.scholarshipsads.com/royal-holloway-principals-masters-scholarships-in-england-uk-20222023/,Partially funded,Royal Holloway University of London,Masters,All Subjects,"International Students, Domestic Students",UK,
https://www.scholarshipsads.com/files/Featured%20Images/Philippines/call_for_applications_for_the_fall_2022_yseali_academic_fellowship.jpg,U.S Embassy Philipines Call For Applications For The Fall 2022 Yseali Academic Fellowships,https://www.scholarshipsads.com/us-embassy-philipines-call-for-applications-for-the-fall-2022-yseali-academic-fellowships/,Fully Funded,USA Universities,"Postgraduate, Graduate",All Subjects,South East Asian Students,USA,6/8/2022
https://www.scholarshipsads.com/files/Featured%20Images/USA/google_conference_scholarships_2022.jpg,Google Conference Scholarships (Americas) 2022-2023,https://www.scholarshipsads.com/google-conference-scholarships-americas-2022-2023/,Partially funded,USA Universities,,All Subjects,"International Students, Latin Americans, African Students",USA,
https://www.scholarshipsads.com/files/Featured%20Images/Australia/university_of_melbourne_graduate_research_scholarships_2022.jpg,"University of Melbourne Australia 600 Graduate Research Scholarships (Up to $110,000)",https://www.scholarshipsads.com/university-of-melbourne-australia-600-graduate-research-scholarships-up-to-110000/,Partially funded,University of Melbourne,Graduate,All Subjects,"International Students, Domestic Students",Australia,
https://www.scholarshipsads.com/files/Featured%20Images/Germany/berlin_university_of_applied_science_full_scholarships_for_ukrainian_students_2022.jpg,SRH Hochschule Berlin Germany Full scholarships for new Ukrainian students 2022,https://www.scholarshipsads.com/srh-hochschule-berlin-germany-full-scholarships-for-new-ukrainian-students-2022/,Partially funded,SRH Hochschule Berlin,"Bachelor, Masters, MBA",All Subjects,International Students,Germany,
https://www.scholarshipsads.com/files/Featured%20Images/UK/de_montfort_university_high_achievers_scholarship_2022.jpg,De Montfort University England UK High Achievers Scholarship 2022/2023,https://www.scholarshipsads.com/de-montfort-university-england-uk-high-achievers-scholarship-20222023/,"Full tuition fee, Partially funded",De Montfort University UK,Undergraduate,All Subjects,International Students,UK,7/11/2022
https://www.scholarshipsads.com/files/Featured%20Images/Austria/wu_executive_academy_global_executive_mba_scholarships_for_female_leaders.jpg,WU Executive Academy Vienna Austria Global Executive MBA | Scholarships for Female Leaders 2023,https://www.scholarshipsads.com/wu-executive-academy-vienna-austria-global-executive-mba-scholarships-for-female-leaders-2023/,Partially funded,WU Executive Academy,MBA,All Subjects,Women Students,Austria,12/15/2022
https://www.scholarshipsads.com/files/Featured%20Images/UK/swansea_university_fully_funded_research_scholarships_2022.jpg,Swansea University Wales UK Fully Funded Research Scholarships 2022/2023,https://www.scholarshipsads.com/swansea-university-wales-uk-fully-funded-research-scholarships-2022/,Fully Funded,Swansea University,Research,Engineering,International Students,UK,8/12/2022
https://www.scholarshipsads.com/files/Featured%20Images/Australia/university_of_adelaide_research_scholarship_%E2%80%93_csiro_supplementary_scholarship_2022.jpg,University of Adelaide Research Scholarship – CSIRO Supplementary Scholarship 2022,https://www.scholarshipsads.com/university-of-adelaide-research-scholarship-csiro-supplementary-scholarship-2022/,Partially funded,University of Adelaide,PhD,"Science, Engineering","International Students, Domestic Students",Australia,8/1/2022
https://www.scholarshipsads.com/files/Featured%20Images/UK/kings_college_london_bosco_tso_and_emily_ng_scholarship_2022-23.jpg,King's College London England UK Bosco Tso & Emily Ng Scholarships 2022-23 (Biggest Scholarship),https://www.scholarshipsads.com/kings-college-london-england-uk-bosco-tso-emily-ng-scholarships-2022-23-biggest-scholarship/,Partially funded,King’s College London,Masters,Law,"International Students, Domestic Students",UK,7/29/2022
https://www.scholarshipsads.com/files/Featured%20Images/Australia/birmingham_city_university_undergraduate_merit_scholarships_2022.jpg,Birmingham City University England UK Undergraduate Merit Scholarships 2022/2023,https://www.scholarshipsads.com/birmingham-city-university-england-uk-undergraduate-merit-scholarships-20222023/,Partially funded,Birmingham City University,Undergraduate,All Subjects,"International Students, Domestic Students",UK,
https://www.scholarshipsads.com/files/Featured%20Images/Australia/the_university_of_melbourne_ag_whitlam_international_undergraduate_merit_scholarship.jpg,University of Melbourne Australia AG Whitlam International Undergraduate Merit Scholarship 2022,https://www.scholarshipsads.com/university-of-melbourne-australia-ag-whitlam-international-undergraduate-merit-scholarship-2022/,Partially funded,University of Melbourne,Undergraduate,All Subjects,International Students,Australia,
https://www.scholarshipsads.com/files/Featured%20Images/Australia/university_of_sydney_postgraduate_research_scholarship_2022.jpg,The University of Sydney Australia Postgraduate Research Scholarship 2022/2023,https://www.scholarshipsads.com/the-university-of-sydney-australia-phd-fellowship-20222023/,Partially funded,University of Sydney,"PhD, Research",Science,"International Students, Domestic Students",Australia,7/4/2022
https://www.scholarshipsads.com/files/Featured%20Images/Hong%20Kong/lingnan_university_non-local_student_full_scholarships_2022.jpg,Lingnan University Hong Kong Non-local Student Scholarships 2022/2023 (Fully Funded),https://www.scholarshipsads.com/lingnan-university-hong-kong-non-local-student-scholarships-20222023-fully-funded/,Partially funded,Lingnan University,Undergraduate,All Subjects,International Students,Hong Kong,
